eventID,institutionCode,ownerInstitutionCode,datasetName,rightsHolder,language,license,datasetID,eventDate,year,eventDate 2,month,day,eventRemarks,samplingProtocol,habitat,dynamicProperties,recordedBy,locationID,continent,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,waterBody,municipality,countryCode,decimalLongitude,decimalLatitude,geodeticDatum,coordinateUncertaintyInMeters
BEVL_VMM_413460:21269310,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-28,2006,06_28,6,28,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches,Solid waste"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_413460,Europe,197575,189091,Belgian Lambert 72,Scheldt river basin;KLEINEBEEK - RIJSELSESTRAATVLIET;BEVL_WLC_L107_454,Diest,BE,5.04665,51.01007,WGS84,30
BEVL_VMM_417500:21269318,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-28,2006,06_28,6,28,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Solid waste,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""strengthened"",""structureLeft"":""strengthened""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_417500,Europe,193410,179950,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_96,Bekkevoort,BE,4.98622,50.92823,WGS84,30
BEVL_VMM_454000:21269322,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-29,2006,06_29,6,29,Previous weather:Very sunny;Current weather:Very sunny,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Flocs,Sphaerotilus"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_454000,Europe,210174,186700,Belgian Lambert 72,Scheldt river basin;LAAMBEEK;BEVL_WLC_L107_836,Lummen,BE,5.22577,50.98741,WGS84,30
BEVL_VMM_420200:21269326,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-29,2006,06_29,6,29,Previous weather:Very sunny;Current weather:Very sunny,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_420200,Europe,211714,195497,Belgian Lambert 72,Scheldt river basin;ZWARTEBEEK L1;BEVL_WLC_L111_1080,Beringen,BE,5.24919,51.06632,WGS84,30
BEVL_VMM_422550:21269330,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-29,2006,06_29,6,29,Previous weather:Very sunny;Current weather:Very sunny,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_422550,Europe,216580,198190,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_117,Beringen,BE,5.31909,51.08998,WGS84,30
BEVL_VMM_449800:21269334,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-29,2006,06_29,6,29,Previous weather:Very sunny;Current weather:Very sunny,Grab sampler,RtNt:River;Sediment,"{""Substrate composition"":""Peat"",""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Agnes Van Aelst,BEVL_VMM_449800,Europe,209500,179890,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_108,Herk-de-Stad,BE,5.21506,50.92626,WGS84,30
BEVL_VMM_410600:21269438,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-28,2006,06_28,6,28,Previous weather:No remarks;Current weather:Very sunny,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Leaves & branches,Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""Methane production,Filamentous algae"",""Pollution"":""Industrial discharges"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_410600,Europe,193665,188889,Belgian Lambert 72,Scheldt river basin;DE HULPE - ZWART WATER;BEVL05_97,Scherpenheuvel-Zichem,BE,4.99092,51.00856,WGS84,30
BEVL_VMM_650910:21269782,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-01,2006,06_01,6,1,Previous weather:Heavy rainfall;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Leaves & branches,Oily substances"",""Water surface"":""Oil,Floating waste"",""Water column"":""Methane production"",""Pollution"":""Domestic discharges,Industrial discharges"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Andy Dufoer,BEVL_VMM_650910,Europe,67798,171801,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_47,Wevelgem,BE,3.20139,50.8508,WGS84,30
BEVL_VMM_112100:21273367,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-06-22,2006,06_22,6,22,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BkK:Small stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Thierry Warmoes,BEVL_VMM_112100,Europe,243805,206377,Belgian Lambert 72,Meuse river basin;LOSSING L1;BEVL_WLC_L107_866,Kinrooi,BE,5.70973,51.15978,WGS84,30
BEVL_VMM_256700:21290269,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-10-18,2006,10_18,10,18,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural"",""Pool-riffle"":""weak"",""Sinuosity"":""weak""}",Philippe Michiels;Lieven Detemmerman,BEVL_VMM_256700,Europe,189098,197886,Belgian Lambert 72,Scheldt river basin;GROTE NETE II;BEVL05_124,Westerlo,BE,4.92681,51.08976,WGS84,30
BEVL_VMM_91700:21293019,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-11-13,2006,11_13,11,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Clay-loam"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Lieven Detemmerman,BEVL_VMM_91700,Europe,223523,214512,Belgian Lambert 72,Meuse river basin;DOMMEL;BEVL05_136,Neerpelt,BE,5.42149,51.23584,WGS84,30
BEVL_VMM_93000:21293025,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-11-13,2006,11_13,11,13,Previous weather:No remarks;Current weather:Heavy rainfall,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""dug"",""structureLeft"":""dug""}",Philippe Michiels;Lieven Detemmerman,BEVL_VMM_93000,Europe,224672,207495,Belgian Lambert 72,Meuse river basin;DOMMEL;BEVL05_136,Overpelt,BE,5.43649,51.17262,WGS84,30
BEVL_VMM_92100:21293028,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-11-13,2006,11_13,11,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Sand"",""Substrate condition"":""Oily substances,Solid waste"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Lieven Detemmerman,BEVL_VMM_92100,Europe,223907,213568,Belgian Lambert 72,Meuse river basin;DOMMEL;BEVL05_136,Neerpelt,BE,5.42679,51.2273,WGS84,30
BEVL_VMM_91000:21294163,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2006-11-20,2006,11_20,11,20,Previous weather:No remarks;Current weather:No remarks,Grab sampler,BgK:Large stream Kempen;Sediment,"{""Substrate composition"":""Silt"",""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""dug"",""structureLeft"":""dug""}",Philippe Michiels;Lieven Detemmerman,BEVL_VMM_91000,Europe,223950,218080,Belgian Lambert 72,Meuse river basin;DOMMEL;BEVL05_136,Neerpelt,BE,5.42833,51.26785,WGS84,30
BEVL_VMM_925000:21306553,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-01,2007,03_01,3,1,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_925000,Europe,55700,185540,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L217_0251,Staden,BE,3.02609,50.97245,WGS84,30
BEVL_VMM_931500:21306556,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-01,2007,03_01,3,1,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_931500,Europe,61530,193200,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_3,Torhout,BE,3.10723,51.04221,WGS84,30
BEVL_VMM_931000:21306560,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-01,2007,03_01,3,1,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_931000,Europe,57500,191200,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_3,Kortemark,BE,3.05029,51.02361,WGS84,30
BEVL_VMM_603500:21306581,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-02,2007,03_02,3,2,,Grab or Core sampler,Bg:Large stream;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_603500,Europe,79970,181840,Belgian Lambert 72,Scheldt river basin;MANDEL II;BEVL05_52,Oostrozebeke,BE,3.37231,50.94263,WGS84,30
BEVL_VMM_679022:21306589,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-05,2007,03_05,3,5,,Grab or Core sampler,Pb:Brackish polder watercourse;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_679022,Europe,37716,198578,Belgian Lambert 72,Scheldt river basin;OUDE AVAART;BEVL_WLC_L111_1015,Veurne,BE,2.7661,51.08642,WGS84,30
BEVL_VMM_914012:21306593,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-05,2007,03_05,3,5,,Grab or Core sampler,RtNt:River;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_914012,Europe,30260,182470,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_7,Alveringem,BE,2.66499,50.94017,WGS84,30
BEVL_VMM_689000:21306597,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-05,2007,03_05,3,5,,Grab or Core sampler,Pb:Brackish polder watercourse;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_689000,Europe,29080,194300,Belgian Lambert 72,Scheldt river basin;BERGENVAART;BEVL05_153,Veurne,BE,2.6443,51.04624,WGS84,30
BEVL_VMM_684020:21306601,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-05,2007,03_05,3,5,,Grab or Core sampler,Pb:Brackish polder watercourse;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_684020,Europe,33033,200827,Belgian Lambert 72,Scheldt river basin;LANGGELEED;BEVL_WLC_L107_37,Koksijde,BE,2.69856,51.1057,WGS84,30
BEVL_VMM_934000:21306605,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-06,2007,03_06,3,6,,Grab or Core sampler,Pz:Freshwater polder watercourse;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_934000,Europe,42450,188270,Belgian Lambert 72,Scheldt river basin;BLANKAART WATERLOPEN;BEVL11_1,Diksmuide,BE,2.83668,50.99468,WGS84,30
BEVL_VMM_936540:21306609,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-06,2007,03_06,3,6,,Grab or Core sampler,Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_936540,Europe,44405,186953,Belgian Lambert 72,Scheldt river basin,Diksmuide,BE,2.86491,50.9832,WGS84,30
BEVL_VMM_937800:21306613,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-06,2007,03_06,3,6,,Grab or Core sampler,RtNt:River;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_937800,Europe,44170,184590,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_1,Houthulst,BE,2.86224,50.96192,WGS84,30
BEVL_VMM_939000:21306617,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-06,2007,03_06,3,6,,Grab or Core sampler,RtNt:River;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_939000,Europe,48090,185432,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_1,Houthulst,BE,2.9178,50.97019,WGS84,30
BEVL_VMM_962000:21306623,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-08,2007,03_08,3,8,,Grab or Core sampler,Bk:Small stream;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_962000,Europe,46630,180760,Belgian Lambert 72,Scheldt river basin;BROENBEEK;BEVL_WLC_L107_3,Langemark-Poelkapelle,BE,2.89833,50.92794,WGS84,30
BEVL_VMM_960012:21306627,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-08,2007,03_08,3,8,,Grab or Core sampler,RtNt:River;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_960012,Europe,50440,176440,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_10,Langemark-Poelkapelle,BE,2.95368,50.88978,WGS84,30
BEVL_VMM_946000:21306631,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-08,2007,03_08,3,8,,Grab or Core sampler,Rg:Large river;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_946000,Europe,44800,174550,Belgian Lambert 72,Scheldt river basin;KANAAL IEPER-IJZER;BEVL05_166,Ieper,BE,2.87408,50.8718,WGS84,30
BEVL_VMM_942000:21306635,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-08,2007,03_08,3,8,,Grab or Core sampler,Rg:Large river;Sediment,"{""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",,BEVL_VMM_942000,Europe,40400,186370,Belgian Lambert 72,Scheldt river basin;KANAAL IEPER-IJZER;BEVL05_166,Houthulst,BE,2.80806,50.97722,WGS84,30
BEVL_VMM_892000:21306639,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-12,2007,03_12,3,12,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bk:Small stream;Sediment,"{""Substrate condition"":""Leaves & branches,Solid waste"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_892000,Europe,64940,205200,Belgian Lambert 72,Scheldt river basin;MOUBEEK;BEVL_WLC_L111_1053,Zedelgem,BE,3.15305,51.15058,WGS84,30
BEVL_VMM_862500:21306643,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-12,2007,03_12,3,12,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Pb:Brackish polder watercourse;Sediment,"{""Substrate condition"":""Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_862500,Europe,53900,205450,Belgian Lambert 72,Scheldt river basin;GROOTGELEED;BEVL_WLC_L107_60,Gistel,BE,2.99523,51.15109,WGS84,30
BEVL_VMM_771500:21306647,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-12,2007,03_12,3,12,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate condition"":""Leaves & branches,Solid waste,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_771500,Europe,62933,211685,Belgian Lambert 72,Scheldt river basin;KANAAL GENT-OOSTENDE III;BEVL08_164,Jabbeke,BE,3.12281,51.20856,WGS84,30
BEVL_VMM_696100:21306651,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-12,2007,03_12,3,12,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Pb:Brackish polder watercourse;Sediment,"{""Substrate condition"":""Leaves & branches,Oily substances,Solid waste"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_696100,Europe,48040,210800,Belgian Lambert 72,Scheldt river basin;OOSTENDS KREKENGEBIED;BEVL11_19,Oostende,BE,2.90999,51.19817,WGS84,30
BEVL_VMM_885200:21306655,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-13,2007,03_13,3,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""Leaves & branches"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_885200,Europe,75520,208610,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_21,Beernem,BE,3.30354,51.18268,WGS84,30
BEVL_VMM_873230:21306659,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-13,2007,03_13,3,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""No remarks"",""Water surface"":""No visual pollution"",""Water column"":""Filamentous algae"",""Pollution"":""No visual pollution"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_873230,Europe,74383,203895,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_164,Beernem,BE,3.28826,51.14016,WGS84,30
BEVL_VMM_873000:21306663,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-13,2007,03_13,3,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,RtNt:River;Sediment,"{""Substrate condition"":""No remarks"",""Water surface"":""Duckweed"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_873000,Europe,73160,204450,Belgian Lambert 72,Scheldt river basin;BEVL_WLC_L213_164,Oostkamp,BE,3.27067,51.14498,WGS84,30
BEVL_VMM_776040:21306667,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-13,2007,03_13,3,13,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Rg:Large river;Sediment,"{""Substrate condition"":""Leaves & branches,Oily substances"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Stefaan De Bruycker,BEVL_VMM_776040,Europe,78500,202400,Belgian Lambert 72,Scheldt river basin;KANAAL GENT-OOSTENDE III;BEVL08_164,Beernem,BE,3.34738,51.12724,WGS84,30
BEVL_VMM_883100:21306670,VMM,VMM,"Inland water Macroinvertebrate occurrences in Flanders, Belgium",Flanders Environment Agency,en,https://creativecommons.org/licenses/by/4.0/legalcode,DOI10.15468/4cvbka,2007-03-14,2007,03_14,3,14,Previous weather:No remarks;Current weather:No remarks,Grab sampler,Bk:Small stream;Sediment,"{""Substrate condition"":""Leaves & branches,Oily substances,Solid waste,Plastics"",""Water surface"":""No visual pollution"",""Water column"":""No visual pollution"",""Pollution"":""No visual pollution"",""current"":""running"",""structureRight"":""natural"",""structureLeft"":""natural""}",Philippe Michiels;Philippe Kimpe,BEVL_VMM_883100,Europe,70550,209130,Belgian Lambert 72,Scheldt river basin;LIJSTERBEEK;BEVL_WLC_L107_67,Brugge,BE,3.23236,51.18669,WGS84,30
